Province Id,Province Name,FED Id,FED Name,Winning Pid,Ballots,Candidate Pid,Votes
NL,Newfoundland and Labrador,10001,Avalon,LIB,31762,LIB,18335
NL,Newfoundland and Labrador,10001,Avalon,LIB,31762,CPC,9211
NL,Newfoundland and Labrador,10001,Avalon,LIB,31762,NDP,3450
NL,Newfoundland and Labrador,10001,Avalon,LIB,31762,GRN,430
NL,Newfoundland and Labrador,10002,Bonavista--Exploits,LIB,33312,LIB,15970
NL,Newfoundland and Labrador,10002,Bonavista--Exploits,LIB,33312,CPC,13786
NL,Newfoundland and Labrador,10002,Bonavista--Exploits,LIB,33312,NDP,2667
NL,Newfoundland and Labrador,10002,Bonavista--Exploits,LIB,33312,GRN,367
NL,Newfoundland and Labrador,10002,Bonavista--Exploits,LIB,33312,IND,344
NL,Newfoundland and Labrador,10003,Humber--St. Barbe--Baie Verte,LIB,28613,LIB,17820
NL,Newfoundland and Labrador,10003,Humber--St. Barbe--Baie Verte,LIB,28613,CPC,6538
NL,Newfoundland and Labrador,10003,Humber--St. Barbe--Baie Verte,LIB,28613,NDP,3743
NL,Newfoundland and Labrador,10003,Humber--St. Barbe--Baie Verte,LIB,28613,GRN,384
NL,Newfoundland and Labrador,10004,Labrador,LIB,8923,LIB,5524
NL,Newfoundland and Labrador,10004,Labrador,LIB,8923,CPC,1400
NL,Newfoundland and Labrador,10004,Labrador,LIB,8923,IND,919
NL,Newfoundland and Labrador,10004,Labrador,LIB,8923,NDP,856
NL,Newfoundland and Labrador,10004,Labrador,LIB,8923,GRN,178
NL,Newfoundland and Labrador,10005,Random--Burin--St. George's,LIB,26613,LIB,12383
NL,Newfoundland and Labrador,10005,Random--Burin--St. George's,LIB,26613,NDP,8797
NL,Newfoundland and Labrador,10005,Random--Burin--St. George's,LIB,26613,CPC,4820
NL,Newfoundland and Labrador,10005,Random--Burin--St. George's,LIB,26613,GRN,474
NL,Newfoundland and Labrador,10006,St. John's North,CPC,36519,CPC,15073
NL,Newfoundland and Labrador,10006,St. John's North,CPC,36519,LIB,13343
NL,Newfoundland and Labrador,10006,St. John's North,CPC,36519,NDP,7198
NL,Newfoundland and Labrador,10006,St. John's North,CPC,36519,GRN,791
NL,Newfoundland and Labrador,10007,St. John's South,CPC,33794,CPC,13330
NL,Newfoundland and Labrador,10007,St. John's South,CPC,33794,LIB,11879
NL,Newfoundland and Labrador,10007,St. John's South,CPC,33794,NDP,7989
NL,Newfoundland and Labrador,10007,St. John's South,CPC,33794,GRN,493
PE,Prince Edward Island,11001,Cardigan,LIB,20863,LIB,11064
PE,Prince Edward Island,11001,Cardigan,LIB,20863,CPC,6889
PE,Prince Edward Island,11001,Cardigan,LIB,20863,NDP,2103
PE,Prince Edward Island,11001,Cardigan,LIB,20863,GRN,670
PE,Prince Edward Island,11002,Charlottetown,LIB,18722,LIB,9175
PE,Prince Edward Island,11002,Charlottetown,LIB,18722,CPC,5121
PE,Prince Edward Island,11002,Charlottetown,LIB,18722,NDP,3428
PE,Prince Edward Island,11002,Charlottetown,LIB,18722,GRN,760
PE,Prince Edward Island,11002,Charlottetown,LIB,18722,CHP,105
PE,Prince Edward Island,11003,Egmont,LIB,18567,LIB,10220
PE,Prince Edward Island,11003,Egmont,LIB,18567,CPC,5363
PE,Prince Edward Island,11003,Egmont,LIB,18567,NDP,2133
PE,Prince Edward Island,11003,Egmont,LIB,18567,GRN,717
PE,Prince Edward Island,11004,Malpeque,LIB,18991,LIB,9782
PE,Prince Edward Island,11004,Malpeque,LIB,18991,CPC,6126
PE,Prince Edward Island,11004,Malpeque,LIB,18991,NDP,1902
PE,Prince Edward Island,11004,Malpeque,LIB,18991,GRN,1037
NS,Nova Scotia,12001,Cape Breton--Canso,LIB,38171,LIB,20139
NS,Nova Scotia,12001,Cape Breton--Canso,LIB,38171,NDP,9197
NS,Nova Scotia,12001,Cape Breton--Canso,LIB,38171,CPC,7654
NS,Nova Scotia,12001,Cape Breton--Canso,LIB,38171,GRN,820
NS,Nova Scotia,12002,Central Nova,CPC,38045,CPC,16376
NS,Nova Scotia,12002,Central Nova,CPC,38045,NDP,10470
NS,Nova Scotia,12002,Central Nova,CPC,38045,LIB,9986
